product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
Original Full Fat Soft Cheese,Emporium,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Nutritional Yeast Flakes,Engevita,"en:celery, en:milk, en:mustard, en:soybeans, en:sulphur-dioxide-and-sulphites",False,True,False,True,False,False,Declared allergens + Dietary restrictions
L'Emmental Français Extra fin,EntreMont,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Comté,Entremont,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Emmental Français Sans additif,Entremont,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Fromage blanc 3,2% MG",Envia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Fromage blanc nature,Envia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait Entier,Envia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait demi ecreme,Envia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crème dessert chocolat,"Envia, Milbona",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Bio Vollkorn Penne Rigante,"Envia, Natur Gut",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Penne,"Erdbeer-Maracuja, MClassic",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Baked Beans In Tomato Sauce,Essential Waitrose,,False,False,False,False,False,False,Dietary restrictions
Beurre bio cacahuète,Ethiquable,"en:nuts, en:peanuts",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Beurre bio cacahuètes crunchy,Ethiquable,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Beurre de cacahuètes du Nicaragua,Ethiquable,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Chocolat noir 80% Équateur intense et floral,Ethiquable,en:kiwi,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Chocolat noir 85% Madagascar,Ethiquable,,False,False,False,False,False,False,Dietary restrictions
Nicaragua grand cru waslala 75%,Ethiquable,,False,False,False,False,False,False,Dietary restrictions
Sucre complet de canne,Ethiquable,en:none,False,False,False,False,False,False,Declared allergens + Dietary restrictions
100% integral,Europastry,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Acqua naturale naturale,"Eurospin, Ginevra",,False,False,False,False,False,False,Dietary restrictions
Porridge Oat,"Everyday essentials,Aldi",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Eau minérale naturelle,Evian,,False,False,False,False,False,False,Dietary restrictions
Evian 75cl PET,Evian,en:none,False,False,False,False,False,False,Declared allergens + Dietary restrictions
"Evian Mineralwasser, PET, 1.5L",Evian,en:none,False,False,False,False,False,False,Declared allergens + Dietary restrictions
B'ono Wafer,Excelo,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Belépi,Excelo,,False,False,False,False,False,False,Dietary restrictions
Biscotti,Excelo,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Bono,Excelo,,False,False,False,False,False,False,Dietary restrictions
Capri Vanille,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Capri choco,Excelo,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Chocup,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Chocup milky,Excelo,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Crak's,Excelo,,False,False,False,False,False,False,Dietary restrictions
Excelo nougat,Excelo,"en:eggs, en:milk, en:soybeans",False,True,False,True,True,False,Declared allergens + Dietary restrictions
Extrem,Excelo,"en:eggs, en:milk, en:peanuts, en:soybeans",False,True,True,True,True,False,Declared allergens + Dietary restrictions
Eyoo choc,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Genova - Double Creme,Excelo,"en:gluten, en:milk, en:nuts, en:soybeans, en:milk",True,True,True,True,False,False,Declared allergens + Dietary restrictions
KING COOKIES,Excelo,,False,False,False,False,False,False,Dietary restrictions
King cookies choco,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Momo black,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Top cookies,Excelo,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
excelo,Excelo,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
eyoo,Excelo,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
itri choco,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
top cookies original,Excelo,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
سيرجيو كبيرة,Excelo,,False,False,False,False,False,False,Dietary restrictions
"K-Exquisa der Sahnige-1,89€/19.8 Frischkäse",Exquisa,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Confiture de Fraise,Extra,,False,False,False,False,False,False,Dietary restrictions
Queso rallado parmesano,Extra Sapori d'Italia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Madagascan Dark Chocolate,"Extra Special, Asda Extra Special",,False,False,False,False,False,False,Dietary restrictions
yogo banan,Extralait,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Ezekiel 4:9 Flourless Sprouted Grain Bread,Ezekiel 4:9,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Natural Fat Free Greek Recipe Strained Yoghurt,FAGE,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Total,FAGE,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Total 0% Fat Greek Recipe Strained Yoghurt,FAGE,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Total 0% Fat Greek Yogurt,FAGE,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
AMINE,FAMI,,False,False,False,False,False,False,Dietary restrictions
The golden experience,FERRERO ROCHER,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Finn Crisp,FINN CRISP,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Les Tranches Végé Haricots Blancs,FLEURY MICHON,"en:celery, en:eggs",False,False,False,False,True,False,Declared allergens + Dietary restrictions
BUTTERY,FLORA,,False,False,False,False,False,False,Dietary restrictions
FuzeTea Thé glacé pêche intense,FUZE TEA,,False,False,False,False,False,False,Dietary restrictions
PET 1.25L FUZETEA PECHE HIB,FUZE TEA,,False,False,False,False,False,False,Dietary restrictions
5% Natural Greek Yoghurt,Fage,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Bio Vollmilch-Schokolade,Fairglobe,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Miel de France,Famille Michaud,,False,False,False,False,False,False,Dietary restrictions
Miel,"Family Michaud, lune de miel",,False,False,False,False,False,False,Dietary restrictions
BTE 33CL SLIM FANTA ORANGE,Fanta,,False,False,False,False,False,False,Dietary restrictions
"Fanta 0,5",Fanta,,False,False,False,False,False,False,Dietary restrictions
Fanta orange,Fanta,,False,False,False,False,False,False,Dietary restrictions
Fanta orange 1.5l,Fanta,,False,False,False,False,False,False,Dietary restrictions
Fanta Naranja,"Fanta,Coca-Cola",,False,False,False,False,False,False,Dietary restrictions
fanta Orange 330ml,"Fanta,The Coca-Cola Company,Coca-Cola",,False,False,False,False,False,False,Dietary restrictions
B-ready 6 pièces,Ferrero,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Ferrero Rocher,Ferrero,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Ferrero Rocher x 16,Ferrero,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Ferrero collection,Ferrero,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Hanuta 10er-Pack,Ferrero,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Kinder Kinderini,Ferrero,"en:eggs, en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,True,False,Declared allergens + Dietary restrictions
Kinder Maxi,Ferrero,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Mon Cherie,Ferrero,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Nutella,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nutella 600g,Ferrero,"en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
Nutella 950g,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Pâte à tartiner Nutella noisettes et cacao - 750g,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Raffaello,Ferrero,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Raffaello - Confetteria - Kokos & Mandelcreme,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
deko Nutella small,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Нутела,Ferrero,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
90G FERRERO ROCHER TABLETTE LT,Ferrero Rocher,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Kinder Riegel Einzelpackung,"Ferrero group,Kinder","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Kinder Maxi,"Ferrero, Kinder, Mixte","en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Nutella Hazelnut Spread With Cocoa,"Ferrero, Nutella","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nutella biscuits fergulf,"Ferrero, Nutella","en:gluten, en:milk, en:nuts, en:soybeans, en:fruits-a-coque, en:lait",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Nutella pâte à tartiner aux noisettes et au cacao,"Ferrero, Nutella","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Biscuits Nutella B-ready x15 gaufrettes fourrées,"Ferrero, Nutella B-ready","en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Kinder Cards,"Ferrero,Kinder","en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Nutella,"Ferrero,LIDL FERRERO Nutella Nuss-Nugat-Creme","en:milk, en:nuts, en:soybeans, de:fruits-à-coque",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nutella,"Ferrero,Nutella","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nutella Plant-Based,"Ferrero,Nutella","en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Nutella B-ready,"Ferrero,Nutella b-ready","en:gluten, en:milk, en:nuts, en:soybeans, en:milk",True,True,True,True,False,False,Declared allergens + Dietary restrictions
nutella,"Ferrero,Nutellagg","en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Classic Pesto,Filippo Berio,"en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
Filippo Berio Extra Virgin Olive Oil imp,Filippo Berio,,False,False,False,False,False,False,Dietary restrictions
Balsamic vinegar of Modena,"Filippo Berio,Trevi",en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Dark Chocolate,Fin Carré,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Milk Chocolate,Fin Carré,"en:gluten, en:milk, en:nuts, en:peanuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Whole Nut Milk Chocolate,Fin Carré,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Čokoláda na vaření,"Fin Carré, Lidl, Belbake",,False,False,False,False,False,False,Dietary restrictions
Weiße Schokolade,"Fin Carré, lidl, Lidl Fin Carré","en:gluten, en:milk, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Extra Dark 85% Cocoa,"Fin Carré,Lidl",,False,False,False,False,False,False,Dietary restrictions
Dunkle Ganze Mandel,"Fin carré, Lidl","en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
Colin d'Alaska MSC - 7 Céréales & Graines,Findus,"en:fish, en:gluten, en:mustard",True,False,False,False,False,True,Declared allergens + Dietary restrictions
